Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
Denmark,31811.4,125.2,0.467,0.299,254.08
Madagascar,24269.4,121.81,0.356,0.291,199.24
Uganda,8239.56,114.51,0.121,0.274,71.95
Oman,12348.79,111.49,0.181,0.266,110.76
Switzerland,8545.17,107.82,0.125,0.258,79.25
Japan,990.2,94.23,0.015,0.225,10.51
Taiwan,260.79,81.81,0.004,0.195,3.19
Philippines,2870.23,78.73,0.042,0.188,36.46
Israel,5356.64,78.41,0.079,0.187,68.32
Djibouti,17211.23,74.23,0.252,0.177,231.86
Hong Kong,5882.89,70.36,0.086,0.168,83.61
Bhutan,19461.16,69.09,0.285,0.165,281.68
Korea Rp,1946.81,58.51,0.029,0.14,33.27
Mexico,4740.68,58.13,0.07,0.139,81.55
Ecuador,3165.82,52.88,0.046,0.126,59.87
Saudi Arab,6314.82,52.77,0.093,0.126,119.67
Greece,2577.23,38.0,0.038,0.091,67.82
Sweden,1271.68,31.2,0.019,0.075,40.76
Lithuania,8630.41,28.44,0.127,0.068,303.46
Venezuela,4652.9,28.17,0.068,0.067,165.17
Peru,1433.22,26.14,0.021,0.062,54.83
Mali,3629.6,25.56,0.053,0.061,142.0
Algeria,2662.01,19.9,0.039,0.048,133.77
Kenya,1957.08,18.35,0.029,0.044,106.65
Tunisia,1882.26,17.99,0.028,0.043,104.63
Austria,6411.27,16.05,0.094,0.038,399.46
Pakistan Ir,2684.05,15.09,0.039,0.036,177.87
Hungary,1108.72,14.02,0.016,0.033,79.08
Bulgaria,3650.3,13.82,0.054,0.033,264.13
Unspecified,1835.61,11.6,0.027,0.028,158.24
Latvia,878.77,11.54,0.013,0.028,76.15
Cambodia,1040.58,10.29,0.015,0.025,101.13
Slovenia,390.37,7.97,0.006,0.019,48.98
Uzbekistan,1115.89,7.93,0.016,0.019,140.72
Portugal,526.31,7.05,0.008,0.017,74.65
Norway,1460.83,6.15,0.021,0.015,237.53
Baharain Is,478.88,5.6,0.007,0.013,85.51
Slovak Rep,574.6,5.39,0.008,0.013,106.6
Romania,989.59,5.27,0.015,0.013,187.78
Kyrghyzstan,574.43,3.81,0.008,0.009,150.77
Congo P Rep,200.16,3.08,0.003,0.007,64.99
Costa Rica,2.01,2.85,0.0,0.007,0.71
Croatia,275.99,2.78,0.004,0.007,99.28
Guatemala,0.06,2.76,0.0,0.007,0.02
Czech Republic,120.39,2.61,0.002,0.006,46.13
Jordan,131.74,2.46,0.002,0.006,53.55
Cyprus,61.27,2.35,0.001,0.006,26.07
Kuwait,45.55,2.22,0.001,0.005,20.52
Mauritius,68.18,1.8,0.001,0.004,37.88
Netherlandantil,17.36,1.68,0.0,0.004,10.33
Colombia,140.77,1.61,0.002,0.004,87.43
Paraguay,100.0,1.6,0.001,0.004,62.5
Qatar,78.72,1.42,0.001,0.003,55.44
Morocco,164.73,1.28,0.002,0.003,128.7
Cameroon,78.13,1.21,0.001,0.003,64.57
Lebanon,151.23,1.16,0.002,0.003,130.37
Zambia,60.5,1.1,0.001,0.003,55.0
Luxembourg,6.6,0.78,0.0,0.002,8.46
Estonia,14.21,0.72,0.0,0.002,19.74
Georgia,29.68,0.7,0.0,0.002,42.4
Uruguay,99.12,0.64,0.001,0.002,154.88
Finland,26.04,0.58,0.0,0.001,44.9
Eswatini,4.57,0.57,0.0,0.001,8.02
Albania,58.63,0.53,0.001,0.001,110.62
Korea Dp Rp,0.38,0.45,0.0,0.001,0.84
Panama Republic,17.4,0.4,0.0,0.001,43.5
Serbia,90.75,0.37,0.001,0.001,245.27
Belarus,39.0,0.29,0.001,0.001,134.48
Moldova,122.76,0.28,0.002,0.001,438.43
Malta,18.09,0.26,0.0,0.001,69.58
Sierra Leone,27.69,0.22,0.0,0.001,125.86
Bosnia-Hrzgovin,38.07,0.15,0.001,0.0,253.8
Dominic Rep,0.57,0.15,0.0,0.0,3.8
Fiji Is,17.81,0.12,0.0,0.0,148.42
Iceland,1.68,0.09,0.0,0.0,18.67
Armenia,0.84,0.08,0.0,0.0,10.5
Namibia,0.1,0.01,0.0,0.0,10.0
Mauritania,0.1,0.01,0.0,0.0,10.0
Yemen Republc,0.2,0.0,0.0,0.0,inf
Angola,0.0,0.0,0.0,0.0,
Kazakhstan,0.0,0.0,0.0,0.0,
Liberia,0.0,0.0,0.0,0.0,
Rwanda,0.0,0.0,0.0,0.0,
Total,6818224.97,41856.97,100.0,100.0,162.89
